nomBénéficiaire,idBeneficiaire,montant,objet,datesPériodeVersement,montant_reuse,nature,datepublication,dateConvention,nomAttribuant,idAttribuant
ARC EN REVE,32123703400012.0,407257,Aide au fonctionnement,2025-03-17/2025-09-17,Entre 100 000€ et 500 000€,Aide en numéraire,45751,45733,BORDEAUX METROPOLE,24330031600011.0
Arc En Rêve,32123703400012.0,407257,Aide au fonctionnement,2023-02-21/2023-08-21,Entre 100 000€ et 500 000€,aide en numéraire,45014,44978,BORDEAUX METROPOLE,24330031600011.0
Arc en Rêve,32123703400012.0,407257,aide au fonctionnement,2024-02-12/2024-08-12,Entre 100 000€ et 500 000€,aide en numéraire,45386,45334,BORDEAUX METROPOLE,24330031600011.0
ARC SUD DEVELOPPEMENT,42198523500017.0,47500,Fonctionnement,2019-06-26/2019-12-26,Entre 30 000€ et 100 000€,aide en numéraire,43724,43642,BORDEAUX METROPOLE,24330031600011.0
ARC SUD DEVELOPPEMENT,42198523500000.0,47500,Actions dévelop. économique local,2020-04-10/2020-10-10,Entre 30 000€ et 100 000€,aide en numéraire,43984,43931,BORDEAUX METROPOLE,24330031600000.0
ARC SUD DEVELOPPEMENT,42198523500017.0,12000,Investissement,2021-10-25/2022-04-25,Inférieur à 30 000€,aide en numéraire,44550,44494,BORDEAUX METROPOLE,24330031600011.0
ARC SUD DEVELOPPEMENT,42198523500017.0,47500,Subvention de fonctionnement,2022-08-18/2023-02-18,Entre 30 000€ et 100 000€,aide en numéraire,44805,44791,BORDEAUX METROPOLE,24330031600011.0
ARC SUD DEVELOPPEMENT,42198523500017.0,47500,Aide au fonctionnement,2025-05-21 / 2025-11-21,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45798,BORDEAUX METROPOLE,24330031600011.0
Arc Sud Développement,42198523500017.0,47500,Programme d'actions 2023,2023-11-10/2024-05-10,Entre 30 000€ et 100 000€,aide en numéraire,45324,45240,BORDEAUX METROPOLE,24330031600011.0
Arc Sud Développement,42198523500017.0,47500,aide au fonctionnement,2024-05-22/2024-11-22,Entre 30 000€ et 100 000€,aide en numéraire,45537,45434,BORDEAUX METROPOLE,24330031600011.0
AREMACS,48041736900125.0,50000,Accompagnement pluriannuel vers une gestion responsable des déchêts,2022-08-24/2023-02-24,Entre 30 000€ et 100 000€,aide en numéraire,44897,44797,BORDEAUX METROPOLE,24330031600011.0
ARTS ET LOISIRS D'ARLAC,30604031200028.0,1500,Projet ALLADIN 2022,2022-10-06/2023-04-06,Inférieur à 30 000€,aide en numéraire,44897,44840,BORDEAUX METROPOLE,24330031600011.0
Arts et Loisirs d'Arlac,30604031200028.0,1400,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45216,45033,BORDEAUX METROPOLE,24330031600011.0
ASL LES DOMAINES DU MANOIR,98887594400015.0,6981,Aide à l'investissement,2025-10-17 / 2026-04-17,Inférieur à 30 000€,Aide en numéraire,46036,45947,BORDEAUX METROPOLE,24330031600011.0
ASLAV,51950160500017.0,20000,Action solidarité internationale eau,2021-10-04/2022-04-04,Inférieur à 30 000€,aide en numéraire,44550,44473,BORDEAUX METROPOLE,24330031600011.0
ASLAV,51950160500017.0,20000,Solidarité Internationale Eau et Assainissement,2023-01-27/2023-07-27,Inférieur à 30 000€,aide en numéraire,45014,44953,BORDEAUX METROPOLE,24330031600011.0
ASLAV ASSO DE L'AMOUR VIVANT,51950160500000.0,18000,AP international solidarité eau CONGO,2020-02-20/2020-08-20,Inférieur à 30 000€,aide en numéraire,44068,43881,BORDEAUX METROPOLE,24330031600000.0
ASS DEF MUSIQUE ALTERNATIVE AQUITAINE,48956307200029.0,35000,Festival Relâche,2022-02-23/2022-08-23,Entre 30 000€ et 100 000€,aide en numéraire,44624,44615,BORDEAUX METROPOLE,24330031600011.0
ASS EUROP DU FILM D'ANIMATION CARTOON,50907979400012.0,125000,Manifestation Cartoon mars 2022,2022-03-04/2022-09-04,Entre 100 000€ et 500 000€,aide en numéraire,44713,44624,BORDEAUX METROPOLE,24330031600011.0
ASSO CULTURELLE ISRAELITE GIRONDE,78184198600016.0,30000,Rénovation orgue,2021-08-06/2022-02-06,Inférieur à 30 000€,aide en numéraire,44518,44414,BORDEAUX METROPOLE,24330031600011.0
Asso de gestion du conservatoire national des Arts et Métiers,82434427900016.0,99033,aide à l'investissement,2020-03-13/2020-09-13,Entre 30 000€ et 100 000€,aide en numéraire,45386,43903,BORDEAUX METROPOLE,24330031600011.0
ASSO EIPF,33230399900079.0,30000,Investissement ESS,2019-06-19/2019-12-19,Inférieur à 30 000€,aide en numéraire,43724,43635,BORDEAUX METROPOLE,24330031600011.0
ASSO ESPRIT DE CORPS,42008956700044.0,20000,Fonctionnement,2021-03-12/2021-09-12,Inférieur à 30 000€,aide en numéraire,44418,44267,BORDEAUX METROPOLE,24330031600011.0
ASSO EUROPEENNE DU FILM D ANIMATION,50907979400012.0,95000,CARTOON MOVIES,2025-03-06/2025-09-06,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45722,BORDEAUX METROPOLE,24330031600011.0
ASSO EUROPEENNE DU FILM D'ANIMATION,50907979400000.0,125000,Cartoon moovies,2020-03-11/2020-09-11,Entre 100 000€ et 500 000€,aide en numéraire,43929,43901,BORDEAUX METROPOLE,24330031600000.0
ASSO EUROPEENNE DU FILM D'ANIMATION,50907979400012.0,125000,Cartoon movie,2021-02-26/2021-08-26,Entre 100 000€ et 500 000€,aide en numéraire,44418,44253,BORDEAUX METROPOLE,24330031600011.0
ASSO FESTIVAL ODP,82343035000012.0,40000,Festival ODP codev,2019-03-06/2019-09-06,Entre 30 000€ et 100 000€,aide en numéraire,43557,43530,BORDEAUX METROPOLE,24330031600011.0
ASSO FESTIVAL ODP,82343035000000.0,40000,Festival ODP,2020-02-17/2020-08-17,Entre 30 000€ et 100 000€,aide en numéraire,43929,43878,BORDEAUX METROPOLE,24330031600000.0
ASSO HAUT DE RADIO,41150905200030.0,10000,AAP CDV 2025 -Convention pluriannuelle 2025-2026,2025-08-12 / 2026-02-12,Inférieur à 30 000€,Aide en numéraire,46036,45881,BORDEAUX METROPOLE,24330031600011.0
ASSO LAIQUE DU PRADO ALP,77558666200000.0,20000,"Habitat plateforme ""louer clé en mains""",2019-05-28/2019-11-28,Inférieur à 30 000€,aide en numéraire,43984,43613,BORDEAUX METROPOLE,24330031600000.0
ASSO LEONARD DE VINCI,40285022600018.0,25000,Big Data,2018-07-17/2019-01-17,Inférieur à 30 000€,aide en numéraire,43502,43298,BORDEAUX METROPOLE,24330031600011.0
ASSO MELI MEL'ARTS,52425936300000.0,8000,Festival,2020-02-25/2020-08-25,Inférieur à 30 000€,aide en numéraire,43929,43886,BORDEAUX METROPOLE,24330031600000.0
ASSO.EUROPEENNE DU FILM ANIMATION,50907979400012.0,150000,CARTOON MOVIE,2019-02-18/2019-08-18,Entre 100 000€ et 500 000€,aide en numéraire,43557,43514,BORDEAUX METROPOLE,24330031600011.0
Assocaition Festival des arts de Bordeaux,44336259500037.0,160000,Aide au fonctionnement,2023-04-27/2023-10-27,Entre 100 000€ et 500 000€,aide en numéraire,45097,45043,BORDEAUX METROPOLE,24330031600011.0
ASSOCIATION CULTUELLE DE L'EGLISE PROTESTANT UNIE DE BORDEAUX,40997397100016.0,20000,Aide à l'investissement,2025-04-13 / 2025-10-13,Inférieur à 30 000€,Aide en numéraire,46036,45760,BORDEAUX METROPOLE,24330031600011.0
Association CYCL'EAU,85242037100027.0,15000,Salon Cycl'Eau 2023,2023-02-09/2023-08-09,Inférieur à 30 000€,aide en numéraire,45097,44966,BORDEAUX METROPOLE,24330031600011.0
ASSOCIATION EAU POUR LA VIE,50449400600000.0,50000,AP international solidarité eau BENIN,2020-02-20/2020-08-20,Entre 30 000€ et 100 000€,aide en numéraire,43984,43881,BORDEAUX METROPOLE,24330031600000.0
ASSOCIATION EPI'SOL,81318188000028.0,5000,Aide à l'investissement,2025-11-10 / 2026-05-10,Inférieur à 30 000€,Aide en numéraire,46036,45971,BORDEAUX METROPOLE,24330031600011.0
ASSOCIATION ESPRIT DE CORPS,42008956700000.0,20000,codev,2020-01-02/2020-07-02,Inférieur à 30 000€,aide en numéraire,43853,43832,BORDEAUX METROPOLE,24330031600000.0
Association européenne du film d'animation,50907979400012.0,100000,aide au fonctionnement,2024-03-04/2024-09-04,Entre 30 000€ et 100 000€,aide en numéraire,45386,45355,BORDEAUX METROPOLE,24330031600011.0
Association Européenne du Film d'Animation,50907979400012.0,110000,Cartoon Movie 2023,2023-03-14/2023-09-14,Entre 100 000€ et 500 000€,aide en numéraire,45014,44999,BORDEAUX METROPOLE,24330031600011.0
Association Festival du Film d'Histoire,37914022100019.0,50000,Fetival International du Film d'Histoire 2023,2023-11-10/2024-05-10,Entre 30 000€ et 100 000€,aide en numéraire,45324,45240,BORDEAUX METROPOLE,24330031600011.0
ASSOCIATION FRANCAISE ATHLETISME,78444873000027.0,100000,Aide au fonctionnement,2025-07-04 / 2026-01-04,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45842,BORDEAUX METROPOLE,24330031600011.0
Association Global social economy forum (GSEF),91197691800019.0,80000,aide au fonctionnement,2024-05-27/2024-11-27,Entre 30 000€ et 100 000€,aide en numéraire,45537,45439,BORDEAUX METROPOLE,24330031600011.0
ASSOCIATION GRET,30912305700100.0,25000,AP international solidarité eau MAURITANIE,2020-02-20/2020-08-20,Inférieur à 30 000€,aide en numéraire,43984,43881,BORDEAUX METROPOLE,24330031600000.0
ASSOCIATION IKOS,84324796600016.0,20000,Subvention Investissement,2021-09-06/2022-03-06,Inférieur à 30 000€,aide en numéraire,44624,44445,BORDEAUX METROPOLE,24330031600011.0
ASSOCIATION LAIQUE LE PRADO,77558666200337.0,20000,"Plateforme de captation ""Louer Clé en Mains""",2022-01-06/2022-07-06,Inférieur à 30 000€,aide en numéraire,44624,44567,BORDEAUX METROPOLE,24330031600011.0
ASSOCIATION LAIQUE LE PRADO,77558666200014.0,50000,Aide au fonctionnement,2025-10-28 / 2026-04-28,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45958,BORDEAUX METROPOLE,24330031600011.0
ASSOCIATION LES AMIS DU CARRELET,84097429900017.0,100000,Aide à l'investissement,2025-06-26 / 2025-12-26,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45834,BORDEAUX METROPOLE,24330031600011.0
Association pour le Droit à l'Initiative Economique (ADIE),35221687300211.0,43000,Aide au fonctionnement,2023-05-03/2023-11-03,Entre 30 000€ et 100 000€,aide en numéraire,45097,45049,BORDEAUX METROPOLE,24330031600011.0
ASSOCIATION SEW & LAINE,53454877100000.0,211950,Fabrication de masques,2020-06-09/2020-12-09,Entre 100 000€ et 500 000€,aide en numéraire,44068,43991,BORDEAUX METROPOLE,24330031600000.0
ASSOCIATION TERRITOIRES ET INNOVATION SOCIALE,52289609100033.0,65000,Aide au fonctionnement,2025-05-06 / 2025-11-06,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45783,BORDEAUX METROPOLE,24330031600011.0
ASSOENCORE,78882926500040.0,17800,AAP - ACTION SOLIDARITE INTERNATIONAL 2025/2026,2025-11-18 / 2026-05-18,Inférieur à 30 000€,Aide en numéraire,46036,45979,BORDEAUX METROPOLE,24330031600011.0
ATELIER BAINS DOUCHES,51063878600028.0,29100,Aide au fonctionnement,2025-07-17 / 2026-01-17,Inférieur à 30 000€,Aide en numéraire,45911,45855,BORDEAUX METROPOLE,24330031600011.0
ATELIER BAINS DOUCHES,51063878600028.0,5085,Aide à l'investissement,2025-06-26 / 2025-12-26,Inférieur à 30 000€,Aide en numéraire,45911,45834,BORDEAUX METROPOLE,24330031600011.0
Atelier Graphite,49428909300036.0,18000,Projet ALADDIN 2023,2023-05-31/2023-11-30,Inférieur à 30 000€,aide en numéraire,45097,45077,BORDEAUX METROPOLE,24330031600011.0
ATELIER GRAPHITE,49428909300028.0,7000,Programme d'actions CDV 2022,2022-09-05/2023-03-05,Inférieur à 30 000€,aide en numéraire,44897,44809,BORDEAUX METROPOLE,24330031600011.0
ATELIER GRAPHITE,49428909300028.0,18000,Projet ALLADIN 2022,2022-08-22/2023-02-22,Inférieur à 30 000€,aide en numéraire,44897,44795,BORDEAUX METROPOLE,24330031600011.0
ATELIER GRAPHITE,49428909300028.0,22000,Plan pauvreté ALADDIN,2021-10-14/2022-04-14,Inférieur à 30 000€,aide en numéraire,44550,44483,BORDEAUX METROPOLE,24330031600011.0
Atelier Graphite,49428909300036.0,7000,AAP Contrat de ville 2024,2024-09-10/2025-03-10,Inférieur à 30 000€,aide en numéraire,45673,45545,BORDEAUX METROPOLE,24330031600011.0
Atelier Graphite,49428909300036.0,7000,AAP Contrat de Ville,2023-08-16/2024-02-16,Inférieur à 30 000€,aide en numéraire,45216,45154,BORDEAUX METROPOLE,24330031600011.0
ATELIER GRAPHITE,49428909300028.0,8000,Subvention de Fonctionnement,2022-11-29/2023-05-29,Inférieur à 30 000€,aide en numéraire,44943,44894,BORDEAUX METROPOLE,24330031600011.0
Atelier Graphite,49428909300036.0,20000,aide au fonctionnement,2024-05-29/2024-11-29,Inférieur à 30 000€,aide en numéraire,45537,45441,BORDEAUX METROPOLE,24330031600011.0
ATELIER GRAPHITE,49428909300036.0,15000,Aide au fonctionnement,2024-12-23/2025-06-23,Inférieur à 30 000€,Aide en numéraire,45751,45649,BORDEAUX METROPOLE,24330031600011.0
ATELIER GRAPHITE,49428909300036.0,20000,APP ALADDIN 2025,2025-02-26/2025-08-26,Inférieur à 30 000€,Aide en numéraire,45695,45714,BORDEAUX METROPOLE,24330031600011.0
ATELIER GRAPHITE,49428909300036.0,4400,Aide au fonctionnement,2025-10-27 / 2026-04-27,Inférieur à 30 000€,Aide en numéraire,46036,45957,BORDEAUX METROPOLE,24330031600011.0
ATELIER GRAPHITE,49428909300036.0,7000,Aide au fonctionnement,2025-08-12 / 2026-02-12,Inférieur à 30 000€,Aide en numéraire,45911,45881,BORDEAUX METROPOLE,24330031600011.0
ATELIER REMUMENAGE,43775023500040.0,8000,Projet ALLADIN 2022,2022-08-30/2023-02-30,Inférieur à 30 000€,aide en numéraire,44897,44803,BORDEAUX METROPOLE,24330031600011.0
Atelier Remunénage,43775023500040.0,3000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
ATIS,52289609100033.0,20000,Start up de territoire,2019-06-26/2019-12-26,Inférieur à 30 000€,aide en numéraire,43724,43642,BORDEAUX METROPOLE,24330031600011.0
ATIS,52289609100000.0,42750,Fonctionnement,2020-03-27/2020-09-27,Entre 30 000€ et 100 000€,aide en numéraire,43929,43917,BORDEAUX METROPOLE,24330031600000.0
ATIS,52289609100033.0,70000,Subvention de fonctionnement,2022-06-24/2022-12-24,Entre 30 000€ et 100 000€,aide en numéraire,44805,44736,BORDEAUX METROPOLE,24330031600011.0
ATIS,52289609100033.0,20000,Fonctionnement,2021-11-08/2022-05-08,Inférieur à 30 000€,aide en numéraire,44518,44508,BORDEAUX METROPOLE,24330031600011.0
ATIS,52289609100033.0,70000,Aide au fonctionnement,2023-05-02/2023-11-02,Entre 30 000€ et 100 000€,aide en numéraire,45097,45048,BORDEAUX METROPOLE,24330031600011.0
ATIS,52289609100000.0,20000,Les 10 ans d'ATIS,2020-11-02/2021-05-30,Inférieur à 30 000€,aide en numéraire,44166,44137,BORDEAUX METROPOLE,24330031600000.0
ATIS,52289609100033.0,70000,aide au fonctionnement,2024-05-14/2024-11-14,Entre 30 000€ et 100 000€,aide en numéraire,45537,45426,BORDEAUX METROPOLE,24330031600011.0
ATIS,52289609100033.0,42750,ESS Emergence entreprises,2019-06-03/2019-12-03,Entre 30 000€ et 100 000€,aide en numéraire,43636,43619,BORDEAUX METROPOLE,24330031600011.0
ATLANTIC CLUSTER,83450378100017.0,20000,Aide au fonctionnement,2025-09-19 / 2026-03-19,Inférieur à 30 000€,Aide en numéraire,46036,45919,BORDEAUX METROPOLE,24330031600011.0
AURBA,78181448800040.0,4372000,Fonctionnement,2019-03-06/2019-09-06,Supérieur à 500 000€,aide en numéraire,43557,43530,BORDEAUX METROPOLE,24330031600011.0
AURBA,78181448800040.0,4372000,Aide au fonctionnement,2023-08-04/2024-02-04,Supérieur à 500 000€,aide en numéraire,45216,45142,BORDEAUX METROPOLE,24330031600011.0
AURBA,78181448800000.0,4372000,Fonctionnement,2020-04-07/2020-10-07,Supérieur à 500 000€,aide en numéraire,43984,43928,BORDEAUX METROPOLE,24330031600000.0
AURBA,78181448800040.0,4372000,Subvention de fonctionnement,2022-04-27/2022-10-27,Supérieur à 500 000€,aide en numéraire,44713,44678,BORDEAUX METROPOLE,24330031600011.0
AURBA,78181448800040.0,4152000,Aide au fonctionnement,2025-02-10 / 2025-08-10,Supérieur à 500 000€,Aide en numéraire,45695,45698,BORDEAUX METROPOLE,24330031600011.0
AUSTA,44237888100019.0,45000,Aide au fonctionnement,2025-07-04 / 2026-01-04,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45842,BORDEAUX METROPOLE,24330031600011.0
AVENIR PAPETERIE BEGLES,89951852600012.0,15000,Fonctionnement,2021-07-09/2022-01-09,Inférieur à 30 000€,aide en numéraire,44418,44386,BORDEAUX METROPOLE,24330031600011.0
BAM Project,83121092700016.0,82000,Subvention d'investissement complémentaire,2023-07-12/2024-01-12,Entre 30 000€ et 100 000€,aide en numéraire,45216,45119,BORDEAUX METROPOLE,24330031600011.0
BAM PROJECT,83121092700016.0,726800,Aide à l'investissement,2022-10-17/2023-04-17,Supérieur à 500 000€,aide en numéraire,44897,44851,BORDEAUX METROPOLE,24330031600011.0
Banque Alimentaire,34063725500027.0,40000,Aide au fonctionnement,2023-11-06/2024-05-06,Entre 30 000€ et 100 000€,aide en numéraire,45324,45236,BORDEAUX METROPOLE,24330031600011.0
BANQUE ALIMENTAIRE,34063725500000.0,50000,Fonctionnement,2020-04-10/2020-10-10,Entre 30 000€ et 100 000€,aide en numéraire,43984,43931,BORDEAUX METROPOLE,24330031600000.0
BANQUE ALIMENTAIRE,34063725500027.0,50000,Fonctionnement,2021-07-05/2022-01-05,Entre 30 000€ et 100 000€,aide en numéraire,44418,44382,BORDEAUX METROPOLE,24330031600011.0
BANQUE ALIMENTAIRE,34063725500027.0,50000,Subvention de fonctionnement,2022-09-06/2023-03-06,Entre 30 000€ et 100 000€,aide en numéraire,44897,44810,BORDEAUX METROPOLE,24330031600011.0
Banque Alimentaire,34063725500027.0,50000,aide au fonctionnement,2024-07-09/2025-01-09,Entre 30 000€ et 100 000€,aide en numéraire,45537,45482,BORDEAUX METROPOLE,24330031600011.0
Banque Alimentaire,34063725500027.0,10000,Subvention complémentaire,2023-12-11/2024-06-11,Inférieur à 30 000€,aide en numéraire,45324,45271,BORDEAUX METROPOLE,24330031600011.0
BANQUE ALIMENTAIRE DE BORDEAUX,34063725500027.0,25000,Fonctionnement,2019-11-05/2020-05-05,Inférieur à 30 000€,aide en numéraire,43784,43774,BORDEAUX METROPOLE,24330031600011.0
BANQUE ALIMENTAIRE DE BORDEAUX,34063725500027.0,50000,AAP CONTRAT LOCAL DES SOLIDARITES,2024-12-23/2025-06-23,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45649,BORDEAUX METROPOLE,24330031600011.0
BANQUE ALIMENTAIRE DE BORDEAUX,34063725500027.0,50000,Aide au fonctionnement,2025-08-12 / 2026-02-12,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45881,BORDEAUX METROPOLE,24330031600011.0
BANQUE ALIMENTAIRE DE BORDEAUX,34063725500027.0,50000,Aide au fonctionnement,2025-04-28 / 2025-10-28,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45775,BORDEAUX METROPOLE,24330031600011.0
BDX AQUITAINE INNO VIN,49874718700025.0,38000,Aide au fonctionnement,2025-05-15 / 2025-11-15,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45792,BORDEAUX METROPOLE,24330031600011.0
BEC BORDEAUX ETUDIANTS CLUB ESCRIME,32740860500000.0,15000,Championnats France fleuret Elite,2020-02-15/2020-08-15,Inférieur à 30 000€,aide en numéraire,44166,43876,BORDEAUX METROPOLE,24330031600000.0
Bicyclette et Alternatives de Mobilité,88332302400017.0,20000,Aide au fonctionnement,2023-06-24/2023-12-24,Inférieur à 30 000€,aide en numéraire,45216,45101,BORDEAUX METROPOLE,24330031600011.0
BIO SITE,89827559900014.0,30000,Aide à l'investissement FILA 2024,2025-03-12 / 2025-09-12,Inférieur à 30 000€,Aide en numéraire,45695,45728,BORDEAUX METROPOLE,24330031600011.0
BMSL,39484466600013.0,88000,Fonctionnement,2018-03-12/2018-09-12,Entre 30 000€ et 100 000€,aide en numéraire,43502,43171,BORDEAUX METROPOLE,24330031600011.0
Bordeaux Aquitaine Inno'vin,49874718700025.0,40000,Aide au fonctionnement,2023-05-03/2023-11-03,Entre 30 000€ et 100 000€,aide en numéraire,45097,45049,BORDEAUX METROPOLE,24330031600011.0
BORDEAUX ART CONTEMPORAIN,82831200900016.0,8000,Eté métropolitain,2019-05-29/2019-11-29,Inférieur à 30 000€,aide en numéraire,43636,43614,BORDEAUX METROPOLE,24330031600011.0
BORDEAUX ECOLE NUMERIQUE,84122122900013.0,7500,Projet ALLADIN 2022,2022-08-30/2023-02-30,Inférieur à 30 000€,aide en numéraire,44897,44803,BORDEAUX METROPOLE,24330031600011.0
BORDEAUX ECOLE NUMERIQUE,84122122900013.0,19800,Plan pauvreté ALADDIN,2021-10-15/2022-04-15,Inférieur à 30 000€,aide en numéraire,44550,44484,BORDEAUX METROPOLE,24330031600011.0
